url,status,url_length,domain_length,protocol,subdomains,special_characters_count,digits,letters,directories_count,parameters_count,has_ip,tld,has_multiple_urls,has_credentials,shannon_entropy,relative_entropy
https://ww3.dbsmanga.com/,0,25,16,https,1,2,1,18,0,0,0,com,0,0,3.973660689688185,0.3140106238085834
https://www.allinterview.com/viewpost/163290/it-means-portable-document-format.html,0,83,20,https,1,7,6,64,3,0,0,com,0,0,4.540676787661718,0.1907862200768059
http://etecindsvc.com/8787?sec=wiebkeoldsen,1,43,14,http,0,3,4,32,1,1,0,com,0,0,4.268719696310996,0.0577709789910625
https://623112j4j3.codesandbox.io/inter/,1,40,25,https,1,2,8,25,1,0,0,io,0,0,4.384183719779188,-0.1653572128161249
http://www.superantispyware.com/definitions.html,0,48,24,http,1,3,0,41,1,0,0,com,0,0,4.207067386399957,0.3543845268903787
http://www.monclovanews.com/serveradmin/yt/login.php,1,52,20,http,1,3,0,43,3,0,0,com,0,0,4.250745910732358,0.4641843137599977
http://support-appleld.com.secureupdate.duilawyeryork.com/ap/61e468041e8a43b/?cmd=_update&dispatch=61e468041e8a43b31&locale=_US,1,127,50,http,3,13,24,84,2,3,0,com,0,0,4.782233897566515,-0.0379247313525084
http://www.radio-electronics.com/info/cellulartelecomms/3g-hspa/umts-high-speed-packet-access-tutorial.php,0,106,25,http,1,10,1,88,4,0,0,com,0,0,4.3424005262727645,0.2097132398644568
http://www.condos-at-the-beach.com/home/cad.html,1,48,27,http,1,6,0,37,2,0,0,com,0,0,3.965199876515855,0.0569104455093628
https://www.auslandssemester-bali.de/Studieren_auf_Bali,0,55,28,https,1,5,0,46,1,0,0,de,0,0,4.267570968684998,0.0518831247573235
https://www.clinicaplanas.com/,0,30,21,https,1,2,0,24,0,0,0,com,0,0,3.806238928653389,0.1748460426145922
http://www.savageconquest.com/mailbox_upgrade/index.php?email=,1,62,22,http,1,6,0,51,2,1,0,com,0,0,4.571154278744061,0.4364326848153225
http://51jianli.cn/images/,1,26,11,http,0,1,2,18,1,0,0,cn,0,0,3.979097891134804,0.2404959061716038
https://produceabhorrent-recrusive.site44.com/secure/domain/fhome/cache/ExsdGrEXG1ErteX34T.html,1,95,37,https,1,4,5,78,5,0,0,com,0,0,4.548766667800574,0.7717960369025109
http://secureupdate.appleld.com.duilawyeryork.com/ap/4775b49ee146bdf?cmd=_update&dispatch=4775b49ee146bdf28&locale=,1,115,42,http,3,11,20,79,2,3,0,com,0,0,4.777140397224076,-0.0443247818477677
http://support-appleld.com.secureupdate.duilawyeryork.com/ap/e5a6cdb508f0848/?cmd=_update&dispatch=e5a6cdb508f08484d&locale=_US,1,127,50,http,3,13,19,89,2,3,0,com,0,0,4.763527505929817,-0.0106029432927016
http://www.dmega.co.kr/dmega/data/qna/sec/page.php?email=ZG91cmVzdEBjYXBpdGFscy5jby51aw==,1,89,15,http,2,8,5,68,5,1,0,kr,0,0,4.894328168222534,1.23964346215906
https://www.anema-santorini.com/images/dropbox/page,1,51,23,https,1,3,0,42,3,0,0,com,0,0,4.196770813222842,0.4392395785400231
http://www.downloadmoreram.com/,0,31,23,http,1,2,0,25,0,0,0,com,0,0,3.8087196973440705,0.119942347785495
https://scratch.mit.edu/projects/91056026/,0,42,15,https,1,2,8,26,2,0,0,edu,0,0,4.279720852464462,-0.1609248584724236
https://www.imacc.de/,0,21,12,https,1,2,0,15,0,0,0,de,0,0,3.653756708287001,0.2059749891037404
https://www.newegg.com/Product/Product.aspx?Item=N82E16833588001,0,64,14,https,1,5,13,41,2,1,0,com,0,0,4.802668898701708,0.3755267502633874
http://sentence.yourdictionary.com/lan,0,38,27,http,1,2,0,32,1,0,0,com,0,0,4.063202513215851,0.4107811262881326
http://www.ccmshow.co.uk/,0,25,17,http,2,3,0,18,0,0,0,uk,0,0,3.513269689515108,-0.0855206598601535
http://www.academickids.com/encyclopedia/index.php/Connectedness,0,64,20,http,1,3,0,55,3,0,0,com,0,0,4.14813272039029,0.2672308973879982
https://groupmatrix-my.sharepoint.com/:b:/p/corey/ET6Ze1x7jpFDrDsE7epkx0QBw6CjjBu7eoewNkWP0Ho3mQ?e=Ql2oJS,1,105,29,https,1,5,10,81,4,1,0,com,0,0,5.243183761429186,1.566613069907654
http://www.venturaluca.com/auth/view/share/,1,43,19,http,1,2,0,34,3,0,0,com,0,0,3.989649928869136,0.3088834040280159
https://gizzmo.hr/,0,18,9,https,0,1,0,13,0,0,0,hr,0,0,3.572431251322119,0.0466067642326298
https://www.impactpropsshop.com/,0,32,23,https,1,2,0,26,0,0,0,com,0,0,3.644247562960808,-0.0311230688249747
https://dzzas.builderallwp.com/process/customer_center/Secure731/myaccount/signin/,1,82,22,https,1,3,3,67,5,0,0,com,0,0,4.457473195193398,0.3678760505762541
http://www.teach-ict.com/gcse_new/computer%20systems/storage_devices/miniweb/pg7.htm,0,84,17,http,1,7,3,66,5,0,0,com,0,0,4.4138164949724645,0.097375487201927
http://premiumztore.com/www.paypal.com/c78e6bc1e4ee787951a22dfd2f53f062NTgwNDgwYzA4YWM3M2IxZDI2MjE3ZDI0MjQ1NmIyYzM=/resolution/websc_login/?country.x=&amp;locale.x=en_,1,167,16,http,0,12,26,120,4,2,0,com,0,0,5.435932779015546,1.13965860965127
http://00324il.moonfruit.com,1,28,21,http,1,2,5,18,0,0,0,com,0,0,4.110577243331643,-0.2461650153091198
https://secure.heritageinvestmentbank.com/login.php,1,51,33,https,1,3,0,44,1,0,0,com,0,0,4.189116704878466,0.439531497738233
http://www.wootware.co.za/,0,26,18,http,2,3,0,19,0,0,0,za,0,0,3.445470853406835,-0.0702049443973664
https://informationchase2.app.link/5oMgCmb7b5,1,45,26,https,1,2,4,35,1,0,0,link,0,0,4.485537262659802,0.4857050041501191
https://sites.google.com/view/unblockingpage/home?authuser=1,1,60,16,https,1,4,1,49,3,1,0,com,0,0,4.390328621280336,0.7053955693449883
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/63e1cdcdc423bfb/?cmd=_update&dispatch=63e1cdcdc423bfb87&locale=_,1,126,50,https,3,13,14,93,2,3,0,com,0,0,4.720080896957906,0.0910511834474353
https://www.lindastavern.com/,0,29,20,https,1,2,0,23,0,0,0,com,0,0,4.090234012145145,0.4553859197503239
http://mlcr0sof7-off1c017.typeform.com/to/ubJpx5/,1,49,31,http,1,3,7,33,2,0,0,com,0,0,4.319119161352678,-0.1286531788553901
http://www.shivji.in/,0,21,13,http,1,2,0,15,0,0,0,in,0,0,3.4273334938982645,-0.1828841647842952
https://apshop.vn/,0,18,9,https,0,1,0,13,0,0,0,vn,0,0,3.3082708345352603,0.0906277154817408
https://www.score108.com/,0,25,16,https,1,2,3,16,0,0,0,com,0,0,3.863465189601646,-0.1336832129690996
http://www.burleyproperties.com/,0,32,24,http,1,2,0,26,0,0,0,com,0,0,3.98345859334435,0.3250589973736827
http://alvadee.tumblr.com,0,25,18,http,1,2,0,20,0,0,0,com,0,0,3.973660689688185,0.4341386719680686
http://www.jreg99.com/vendor/phpunit/phpunit/src/util/php/captcha/dashboard,1,75,14,http,1,2,2,60,8,0,0,com,0,0,4.24524327755577,0.3085021912274781
https://soci-molen.web.app/,1,27,18,https,1,3,0,20,0,0,0,app,0,0,4.032303242743954,0.6106266597090693
https://www.intuilab.com/digital-signage-software,0,49,16,https,1,4,0,41,1,0,0,com,0,0,4.278302834822065,0.3141755631317879
https://20200803174231-dot-res4po1ns5ive.rj.r.appspot.com/sw/index.php,1,70,49,https,3,7,17,41,2,0,0,com,0,0,4.587992796774528,-0.2987314602972103
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/9585ca249363181/?cmd=_update&dispatch=9585ca24936318164&locale=_US,1,128,50,https,3,13,28,81,2,3,0,com,0,0,4.865720340660783,-0.1527365589701619
https://www.us-passport-service-guide.com/,0,42,33,https,1,5,0,33,0,0,0,com,0,0,4.15091348260215,0.1855542876874688
http://mobiliablog.com.au/cripy/bash/yh/yahoo.html,1,50,18,http,1,3,0,40,4,0,0,au,0,0,3.963590820407827,0.3997537338185125
http://yiloo.s3-ap-northeast-1.amazonaws.com/off221.html,1,56,37,http,2,7,5,40,1,0,0,com,0,0,4.334078253057285,0.12882024112744
https://www.prosperityoflife.com/,0,33,24,https,1,2,0,27,0,0,0,com,0,0,3.960320255394292,0.2086354033465375
https://bologna.babyloweb.eu/info/,1,34,20,https,1,2,0,27,1,0,0,eu,0,0,4.0286393118385755,0.5671365464295967
http://pu.edu.pk,0,16,9,http,1,2,0,11,0,0,0,pk,0,0,3.202819531114783,-0.0190405034387665
http://mail.jcap.com.cn:6080/error.php,1,38,21,http,2,4,4,25,1,0,0,cn:6080,0,0,4.083067973799101,0.1813273924254271
https://uncrugby.com/wp/wp-content/plugins/rer-elemer/si/Dhl/Dhl/,1,65,12,https,0,3,0,51,7,0,0,com,0,0,4.209314406382849,0.6703971954751804
https://www.balbooa.com/,0,24,15,https,1,2,0,18,0,0,0,com,0,0,3.6572682296173897,0.2674452364446684
http://shklivestream.blogspot.com/,0,34,26,http,1,2,0,28,0,0,0,com,0,0,4.0796786498829745,0.5077581569982962
https://www.secureupdate.appleld.com.duilawyeryork.com/ap/1756eb59153a96d/?cmd=_update&dispatch=1756eb59153a96d27&locale=_US,1,124,46,https,4,13,24,81,2,3,0,com,0,0,4.82562627895475,-0.0721444102904881
https://www.tfo.com.au/,0,23,14,https,2,3,0,16,0,0,0,au,0,0,3.6096684774198886,0.3004359040171481
https://www.sivepro.com/web/yy,1,30,15,https,1,2,0,23,2,0,0,com,0,0,3.9068905956085183,0.231321034240584
http://www.autonomic-controls.com/documents/Amplifiers/Mirage_Digital_Amplifiers_Protocol_Document_(RS-232)(IP).pdf,0,115,26,http,1,10,3,92,3,0,0,com,0,0,4.79278160885282,0.6334996544004471
https://bit.ly/BCP_Validar,1,26,6,https,0,2,0,20,1,0,0,ly,0,0,4.103909910282363,0.8043088129061853
https://engineering.purdue.edu/dcsl/reading/2005/Stateful_Firewalls.pdf,0,71,22,https,1,4,4,56,4,0,0,edu,0,0,4.362509753454243,0.2923196443591859
http://southcut.com.au/classes/commons/pdf/Adobe-Log.php,1,56,15,http,1,4,0,45,4,0,0,au,0,0,4.170770270419308,0.6822444400995242
http://gryffilm.wz.cz/8CBF35A7E54771A2B27F0FB9615C2235,1,54,14,http,1,2,21,27,1,0,0,cz,0,0,4.749986344635869,-0.2919458799542031
http://assembly.ca.gov/committees,0,33,15,http,1,2,0,27,1,0,0,gov,0,0,3.98319563424773,0.4157309669196173
https://betasus021.blogspot.com/,1,32,23,https,1,2,3,23,0,0,0,com,0,0,4.015319531114783,0.256995751786935
https://grid.ac/,0,16,7,https,0,1,0,11,0,0,0,ac,0,0,3.577819531114783,0.5484299696193391
https://www.quora.com/Where-can-I-find-the-Click-Through-Rate-CTR-industry-standards-for-healthcare-search-advertising-as-well-as-other-digital-averages,0,152,13,https,1,22,0,126,1,0,0,com,0,0,4.417648855839261,0.1556933717895745
http://www.wikihow.com/Use-a-Computer-Keyboard,0,46,15,http,1,5,0,37,1,0,0,com,0,0,4.3794491194680845,0.5673219606178685
http://nerdsmagazine.com/alternative-google-search-engine/,0,58,17,http,0,4,0,49,1,0,0,com,0,0,4.129725288963305,0.1731584087954721
http://parliamoitaliano.altervista.org,0,38,31,http,1,2,0,33,0,0,0,org,0,0,3.7904517769895287,0.2251349223507433
http://www.enext.mn/en/newonenote/login.php,1,43,12,http,1,3,0,34,3,0,0,mn,0,0,3.5882284188961124,-0.0188640773076841
http://www.360.ru:80/,0,21,13,http,1,2,5,9,0,0,0,ru:80,0,0,3.5585186130489057,-0.7528532730010548
https://accountbilling-ee.com/,1,30,21,https,0,2,0,24,0,0,0,com,0,0,4.098068512058838,0.4420938099308037
http://www.nhs.uk/Conditions/peripheralarterialdisease/Pages/Treatment.aspx,0,75,10,http,1,3,0,65,4,0,0,uk,0,0,4.233288651525907,0.6590183351185884
http://assicuriamoci.net/images/am/sp,1,37,17,http,0,1,0,30,3,0,0,net,0,0,3.8278475418785782,0.4017991102435647
http://join-sexchatindo18.91.myz.info/,1,38,30,http,2,4,4,26,0,0,0,info,0,0,4.391892644680933,0.025650594244361
http://www.idionline.org/,0,25,17,http,1,2,0,19,0,0,0,org,0,0,3.753269689515107,0.3118274109569891
http://lighthousebookkeeping.com.au/route/crypt/,1,48,28,http,1,2,0,40,2,0,0,au,0,0,4.145512835516972,0.4901629675067509
http://www.newhealthadvisor.com/Peripheral-Nervous-System.html,0,62,24,http,1,5,0,53,1,0,0,com,0,0,4.405595206058731,0.5629929342245616
http://www.outlook-0ffice365-0nline.nw.r.appspot.com/,1,53,45,http,4,7,5,37,0,0,0,com,0,0,4.39340996488017,0.1234262034302913
http://secureupdate.appleld.com.duilawyeryork.com/ap/aa32157163e692b?cmd=_update&dispatch=aa32157163e692b96&locale=_de,1,118,42,http,3,12,24,77,2,3,0,com,0,0,4.730657929878944,-0.218938076253235
http://home.ubalt.edu/abento/650/modelandapplication/tsld028.htm,0,64,14,http,1,3,6,48,4,0,0,edu,0,0,4.272729102437745,0.2136177432637446
http://marketinghelper.com.au/themes/sports/wp-content/net/352407221afb776e3143e8a1a0577885,1,91,22,http,1,3,25,55,5,0,0,au,0,0,4.673190624397682,-0.4400108678674163
http://bdoonline-verify.com/,1,28,20,http,0,2,0,22,0,0,0,com,0,0,4.182005814760214,0.4195572582507458
https://applife.vn/,0,19,10,https,0,1,0,14,0,0,0,vn,0,0,3.642149881636903,0.2932545339032982
http://birrasalentoshop.it/help/Login/identity/signin/myaccount/signin/,1,71,19,http,0,1,0,60,6,0,0,it,0,0,4.058415119628878,0.5013663810550919
http://cache.nebula.phx3.secureserver.net/obj/QkMyMThBNjg0RjJCRjg2Njc3OEM6YWY1ZDcwYjhhODdhZmQwZDgyZTdkOTUyMDlkY2YzODY6Ojo6/,1,123,34,http,3,4,9,104,2,0,0,net,0,0,5.249937246961773,1.9279322098780316
https://www.computerhope.com/jargon/m/memocard.htm,0,50,20,https,1,3,0,41,3,0,0,com,0,0,4.003590820407827,0.2609968122277515
http://galanteriafutrzana.pl/gfx/mail.live-pdf-ogh270vqu011m/hotmail.html,1,73,21,http,0,5,6,56,3,0,0,pl,0,0,4.500780381535527,0.0467702897178376
http://www.anime-amnesia.com/,0,29,21,http,1,3,0,22,0,0,0,com,0,0,3.857306856898128,0.2146271078619704
https://www.coursera.org/learn/text-mining,0,42,16,https,1,3,0,34,2,0,0,org,0,0,4.195539744052799,0.43639909611964
https://en.wikipedia.org/wiki/Open_Source_Hardware_Association,0,62,16,https,1,5,0,52,2,0,0,org,0,0,4.344672924228474,0.1756422273346619
http://sgm.gob.mx,0,17,10,http,1,2,0,12,0,0,0,mx,0,0,3.4992275471326932,0.1431976607582391
http://home-made-elk.smvi.co/dropdownmanu.html,1,46,21,http,1,5,0,37,1,0,0,co,0,0,4.2596714019827155,0.3567419488466641
http://www.ataka.bg/,0,20,12,http,1,2,0,14,0,0,0,bg,0,0,3.2709505944546686,-0.0766547514179482
http://docs.textadventures.co.uk/quest/guides/port_and_starboard.html,0,69,25,http,2,6,0,57,3,0,0,uk,0,0,4.297395660970515,0.1224340883495363
http://planetcalc.com/1421/,0,27,14,http,0,1,4,17,1,0,0,com,0,0,3.8100810205217313,-0.1393641669770638
http://tecpontos-online.com/,1,28,20,http,0,2,0,22,0,0,0,com,0,0,3.6820058147602137,0.174688601322289
http://tsuzuki.co.id/model/jeff/chinavali/,1,42,13,http,1,2,0,33,3,0,0,id,0,0,4.243158791671846,0.5070300893102391
http://betasusgirisimiz1.blogspot.com,1,37,30,http,1,2,1,31,0,0,0,com,0,0,4.107969919624533,0.2908559099641635
https://www.nextgeneration.ie/,0,30,21,https,1,2,0,24,0,0,0,ie,0,0,3.7647351787255054,0.1338794360016937
http://jdih.sambas.go.id/web/coin/nat4/,1,39,17,http,2,3,1,28,3,0,0,id,0,0,4.092342603144791,0.6439882451899355
http://yourbusiness.azcentral.com/disadvantages-proprietary-software-22441.html,0,79,26,http,1,6,5,64,1,0,0,com,0,0,4.576420186090041,0.2752271903523596
http://193.135.153.242/sunrise_mapplus/core/sso/login.php,1,57,15,http,2,5,12,33,4,0,1,242,0,0,4.411947585047356,-0.14883079727948
https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAN__iRYFuZURVNGMFBTVDZFMjFGUFhVWkM3RzZaR1JVNS4u,1,132,16,https,1,7,4,116,2,1,0,com,0,0,5.39360939299273,2.8261011483024996
https://www.tessafowler.com/,0,28,19,https,1,2,0,22,0,0,0,com,0,0,3.797902689682947,0.198708496828042
http://www.classificados.ws/uploads/banner/mail.yahoo.com/login.htm,1,67,20,http,1,5,0,55,4,0,0,ws,0,0,4.252312422208939,0.6024092393292659
https://www.iconfinder.com/search/?q=parking,0,44,18,https,1,4,0,35,1,1,0,com,0,0,4.373648947936902,0.6241028254705449
http://stores.ebay.co.uk/Computer-Memory-Solutions,0,50,17,http,2,5,0,41,1,0,0,uk,0,0,4.305979129983102,0.8297342569661423
http://www.urbandictionary.com/define.php?term=session%20beer,0,61,23,http,1,6,2,49,1,1,0,com,0,0,4.487473402852922,0.6556552863580998
https://lansparpofa1987.blogspot.com/,1,37,28,https,1,2,4,27,0,0,0,com,0,0,4.15487093296263,0.0843886484052412
http://www.cambioalmanubrio.it/,0,31,23,http,1,2,0,25,0,0,0,it,0,0,3.9292144551992183,0.3131424065639058
https://www.youtube.com/watch?v=qaUspGujOzs,0,43,15,https,1,4,0,35,1,1,0,com,0,0,4.443365626644181,0.7011883003046009
https://subdabelins1972.blogspot.be,1,35,27,https,1,2,4,26,0,0,0,be,0,0,4.193429088311723,0.0754542653492699
https://www.cvedetails.com/,0,27,18,https,1,2,0,21,0,0,0,com,0,0,3.9302703722934544,0.3040367348362232
https://kwansasia.com/.%20/styles-link-done/d5628b6c37513bc0c2e0d0fd349b954e.txt,1,80,13,https,0,6,22,46,3,0,0,com,0,0,4.870513920656678,-0.3791877822787609
http://www.support-appleld.com.secureupdate.duilawyeryork.com/ap/4e075052aef945e/?cmd=_update&dispatch=4e075052aef945ef1&locale=_US,1,131,54,http,4,14,21,90,2,3,0,com,0,0,4.802344995736371,0.0274397536373685
http://temperaturerdc.com/WeTransfer/?,1,38,18,http,0,2,0,31,1,1,0,com,0,0,4.0053148568942785,0.7213827851496397
https://www.visa.co.il/,0,23,14,https,2,3,0,16,0,0,0,il,0,0,3.6424896731661263,0.376584021397386
https://rinkjcti.livedrive.com/item/37e2d95dd70848fb887c3de99fd8be6b,1,68,22,https,1,2,18,43,2,0,0,com,0,0,4.598369003512378,-0.8380748168862043
http://shadetreetechnology.com/V4/validation/109d4a8dcb2ad3d5a182a7c78f69a408,1,77,23,http,0,1,20,50,3,0,0,com,0,0,4.705243281506232,-0.4652143455283611
http://office365-0nedrive-portal.el.r.appspot.com/wp-content/css.php,1,68,42,http,3,8,4,51,2,0,0,com,0,0,4.33219451130488,0.2345330801993087
https://jucabas.000webhostapp.com/,1,34,25,https,1,2,3,25,0,0,0,com,0,0,3.95424739969208,-0.1083991891101515
http://www.secur-ppal.xyz/egg.php,1,33,18,http,1,4,0,25,1,0,0,xyz,0,0,4.017900089633386,0.0478683678322851
https://en.wikipedia.org/wiki/Insecticide,0,41,16,https,1,2,0,34,2,0,0,org,0,0,3.9817868349457264,0.3918381969258854
https://edu-src.msu.ac.th/clinic/wp-includes/rest-api/fields/--/pontosvalidos/home.php,1,86,17,https,2,9,0,67,7,0,0,th,0,0,4.2372868544012565,0.448153424662065
http://mercadotecniaic.com/registro_datos_2/images/owonikokoego.html,1,68,19,http,0,4,1,57,3,0,0,com,0,0,4.1884527832046246,0.0059734386843972
http://https.m.facebook.com.ttcysuttlart1999.aylandirow.tmf.org.ru/?refsrc=https:/www.facebook.com/&_rdr,1,104,59,http,7,14,4,79,0,2,0,ru,0,0,4.508252824685497,0.5576050783844857
http://www.mxcircuit.fr,0,23,16,http,1,2,0,18,0,0,0,fr,0,0,3.675310868912365,-0.290967116015744
https://www.ovcmt.com/,0,22,13,https,1,2,0,16,0,0,0,com,0,0,3.447401504705915,-0.0832515266770994
http://www.toolcrib.com/blog/2007/03/toolcribcoms-ultimate-guide-to-free-router-table-plans,0,91,16,http,1,9,6,69,4,0,0,com,0,0,4.413030492082215,0.1171658457011792
http://perkpolder.com/wp/wp-content/plugins/contact-form-12/redirect.php,1,72,14,http,0,5,2,57,5,0,0,com,0,0,4.274141413821241,0.2917326384933563
https://www.quora.com/How-useful-is-IMDbPro,0,43,13,https,1,5,0,34,1,0,0,com,0,0,4.472321731245031,0.8731715686585286
http://pjcm.net/1122//?sec=Christiane%20Tonke,1,45,8,http,0,4,6,29,1,1,0,net,1,0,4.400310530134925,0.6936948147756897
http://serviceunit3.myfreesites.net/,1,36,28,http,1,2,1,29,0,0,0,net,0,0,3.853700612963029,0.0946859578550627
http://www.thatsmint.work/wp-includes/irs,1,41,18,http,1,3,0,33,2,0,0,work,0,0,4.120257956979046,0.2580862287625877
http://www.helpingwithmath.com/resources/oth_number_lines.htm,0,61,23,http,1,5,0,51,2,0,0,com,0,0,4.206827247463353,-0.0924557701351547
http://secureupdate.appleld.com.duilawyeryork.com/ap/07930b879f17d39/?cmd=_update&dispatch=07930b879f17d3904&locale=_,1,117,42,http,3,12,26,73,2,3,0,com,0,0,4.800390336844703,-0.3421435058456179
https://tlook-off365-signin.el.r.appspot.com/wp-content,1,55,36,https,3,7,3,41,1,0,0,com,0,0,4.274198750077729,0.1969013710467348
https://wudustore.com/web/chase/,1,32,13,https,0,1,0,25,2,0,0,com,0,0,3.878928031846024,0.3887535154157619
https://www.versicherungsmagazin.de/,0,36,27,https,1,2,0,30,0,0,0,de,0,0,4.197159723424149,0.2881710757196989
http://cafecitoperez.ivanidzakovic.com/admin/aociufd/goodl.vci/e6edcebab88867a2f99a346ebaaf8179/view/login.php?cmd=login_submit&amp;id=4485a36a0e1e8e1dc82d9b07d67d97594485a36a0e1e8e1dc82d9b07d67d9759&amp;session=4485a36a0e1e8e1dc82d9b07d67d97594485a36a0e1e8e1dc82d9b07d67d9759,1,276,31,http,1,11,100,154,6,3,0,com,0,0,4.8494461823751145,-1.0637241023636197
https://www.scientificamerican.com/article/succession-science-are-fingerprint-patterns-inherited/,0,97,26,https,1,7,0,84,2,0,0,com,0,0,4.060959378687693,-0.0155277904247407
http://paypal.com.05925924b730bb369f87ad369fde0ffbf74a3c2.33s3.smoz.us/sbg1xq3ekty%20xvtq/kfyqrsnjfked1r/rzchf6fugweaovinebpooamyfuo0ib61fmwqj2u0opkbvfrznitrw==&amp;gerf=3uyfjdsoil4lilwi5c6ma63xu%20h0jlq1wnniditpsxa=&amp;guro=phmbqulkusscrq/,1,241,63,http,4,14,48,170,3,0,0,us,0,0,5.2500268812169555,-0.1028058420207232
http://bpl.kr/7rh?id=29c0m2c204,1,31,6,http,0,3,8,16,1,1,0,kr,0,0,4.260332600569877,-0.3891726812650487
https://www.dnalc.org/resources/3d/04-mechanism-of-replication-advanced.html,0,76,13,https,1,7,3,60,3,0,0,org,0,0,4.498350054091901,0.2923305625817646
http://quiluc.com.vn,0,20,13,http,1,2,0,15,0,0,0,vn,0,0,3.821928094887362,0.1039002255480679
https://codereview.stackexchange.com/questions/55323/snake-game-with-canvas-element-code,0,88,28,https,1,7,5,70,3,0,0,com,0,0,4.434974414594543,-0.0234864010149865
http://mikilpi.cz/logs/csv/89,1,29,10,http,0,1,2,20,3,0,0,cz,0,0,3.948859340762046,0.0412918876417895
https://ru.foursquare.com/v/hopdoddy-burger-bar/4cb5e045e262b60c46cb6ae0,0,72,17,https,1,4,14,48,3,0,0,com,0,0,4.539949356493821,-0.4258711480935882
https://www.gentleshairhk.com/,0,30,21,https,1,2,0,24,0,0,0,com,0,0,4.072905595320056,0.3783477025895633
https://twitter.com/scactionnetwork,0,35,11,https,0,1,0,30,1,0,0,com,0,0,3.817393103776576,0.089985788978929
http://exaltist.com/wordpress/wp-includes/js/tinymce/utils/page/index.html,1,74,12,http,0,3,0,61,7,0,0,com,0,0,4.292837825640726,0.4694217705015761
https://avtonomnoe-otoplenie.dp.ua/,1,35,26,https,1,3,0,28,0,0,0,ua,0,0,3.911306145999517,0.3801755798528737
https://www.newegg.com/Computer-Memory-Solutions/about,0,54,14,https,1,4,0,45,2,0,0,com,0,0,4.372865456180308,0.7095510022306102
http://www.tapetowanie-lodz.pl/logs/Gdrive/Gdoc/,1,48,23,http,1,3,0,38,3,0,0,pl,0,0,4.198934896284056,0.6414786014509688
http://www.avitishospital.com/ddmenu/Alibaba.com/Login.htm,1,58,22,http,1,4,0,48,3,0,0,com,0,0,4.300417263616583,0.7420320527747413
https://www.viewrun.co.kr/gmeditor/uploaded/img/pdf/pdf/pdf.html,1,64,17,https,2,4,0,51,6,0,0,kr,0,0,4.255488429816492,0.4835815709172656
http://ipnpr.jpl.nasa.gov/progress_report/42-64/64G.PDF,0,55,18,http,2,6,6,37,3,0,0,gov,0,0,4.404112332400032,0.4328245675898552
http://www.pageglance.com/automationalley.com,0,45,18,http,1,3,0,38,1,0,0,com,0,0,4.005323029894539,0.2612284224282826
http://everything.explained.today/Latency_stage/,0,48,26,http,1,3,0,40,1,0,0,today,0,0,4.15726822961739,0.1501769909155768
http://www.thepaperdesign.com/of,1,32,22,http,1,2,0,26,1,0,0,com,0,0,4.069548827786958,0.3357772510066893
https://www.themepunch.com/,0,27,18,https,1,2,0,21,0,0,0,com,0,0,3.680089353694807,-0.0247978279356491
http://www.iris1914.it/,0,23,15,http,1,2,4,13,0,0,0,it,0,0,3.5227119556807582,-0.6042535736095918
